Force(N),Distance(mm),Time(ms)
4.478009,82,122758
4.437376,84,122851
4.413118,84,122943
4.398007,80,123036
4.398238,81,123129
4.409704,86,123221
4.426331,83,123325
4.441301,81,123436
4.449193,80,123499
4.44601,79,123592
4.430227,82,123684
4.416923,82,123777
4.403028,82,123870
4.396782,81,123962
4.402515,82,124055
4.406602,82,124160
4.411873,83,124240
4.431522,81,124333
4.463761,81,124444
4.499465,83,124518
4.533592,83,124611
4.575681,81,124703
4.614467,83,124796
4.633253,75,124888
4.633353,80,124994
4.604698,83,125074
4.554054,81,125166
4.501262,85,125259
4.461914,80,125352
4.449102,84,125463
4.429203,84,125537
4.411953,79,125629
4.421391,82,125722
4.445418,82,125815
4.483079,82,125907
4.498983,80,126000
4.476974,82,126093
4.448641,81,126185
4.423289,80,126278
4.407023,81,126370
4.40124,84,126477
4.38118,80,126556
4.350296,80,126648
4.275927,78,126741
4.188284,78,126833
4.130934,80,126926
4.098825,82,127019
4.079638,82,127111
4.058874,83,127204
4.034757,83,127296
4.01791,80,127397
3.999576,79,127508
3.976654,83,127574
3.959676,79,127667
3.942406,78,127760
3.939133,84,127852
3.954344,81,127945
3.988501,80,128037
4.033673,79,128130
4.069919,82,128236
4.099186,83,128315
4.114759,78,128408
